title,key,tempo,danceability,loudness,acousticness,duration_ms,year,uri,playlist,id,energy,liveness,time_signature,valence,instrumentallness,mode,speechiness
Cheap Thrills,F#,89.976,0.628,-5.608,0.0472,211667,2016,spotify:track:3S4px9f4lceWdKf0gWciFu,Billboard Hot 100 2016,3F4FMEU5O5H9HXIFNU4BXFCUF,0.698,0.0907,4,0.732,0.00143,minor,0.105
7 Years,B flat,119.992,0.765,-5.829,0.287,237300,2016,spotify:track:5kqIPrATaCc2LqxVWzQGbk,Billboard Hot 100 2016,WG61X95M0V184UWXQP0IZVK15,0.473,0.391,4,0.34,0,major,0.0514
Needed Me,F,110.898,0.671,-8.091,0.11,191600,2016,spotify:track:4pAl7FkDMNBsjykPXo91B3,Billboard Hot 100 2016,W6AOLZ8J0O8VXVBL6IF0IQSOS,0.314,0.0825,4,0.296,0,minor,0.244
My House,G,94.006,0.688,-4.792,0.0215,192191,2016,spotify:track:6Knv6wdA0luoMUuuoYi2i1,Billboard Hot 100 2016,YM5A2ZN9E9GPYFVYULJZGVT31,0.702,0.128,4,0.74,0,minor,0.0499
I Took A Pill In Ibiza - Seeb Remix,G,101.969,0.664,-6.645,0.0353,197933,2016,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,Billboard Hot 100 2016,A6OC1KMQ2N88OMZSQ2WP0KJ2Z,0.714,0.0843,4,0.71,8.42E-06,minor,0.111
Work from Home (feat. Ty Dolla $ign),G#,105.017,0.803,-5.861,0.103,214480,2016,spotify:track:4tCtwWceOPWzenK2HAIJSb,Billboard Hot 100 2016,UVMT1NYD12DD7VLY9ILEJ0BZ8,0.585,0.0644,4,0.593,3.94E-06,major,0.0432
This Is What You Came For,A,123.962,0.631,-2.787,0.199,222160,2016,spotify:track:0azC730Exh71aQlOt9Zj3y,Billboard Hot 100 2016,S4P1HMWWEJJEO9E00KEK2OJ25,0.927,0.148,4,0.465,0.119,minor,0.0332
Cake By The Ocean,E,119.002,0.774,-5.446,0.152,219147,2016,spotify:track:76hfruVvmfQbw0eYn1nmeC,Billboard Hot 100 2016,WLNP7GECYB3K298EDU041ETR2,0.753,0.0371,4,0.896,0,minor,0.0517
"Me, Myself & I",C,111.995,0.756,-6.518,0.0184,251467,2016,spotify:track:40YcuQysJ0KlGQTeGUosTC,Billboard Hot 100 2016,AM21X0OLRGXW9W6GE134S6SCZ,0.674,0.158,4,0.389,0,minor,0.0959
Ride,F#,74.989,0.645,-5.355,0.00835,214507,2016,spotify:track:2Z8WuEywRWYTKe1NybPQEW,Billboard Hot 100 2016,NYOTGNFBSYL38BWB61QZ9SVI0,0.713,0.113,4,0.566,0,major,0.0393
Heathens,E,90.024,0.732,-9.348,0.0841,195920,2016,spotify:track:6i0V12jOa3mr6uu4WYhUBr,Billboard Hot 100 2016,B0MXQA4GTJ4M5DTY8EZ7VFIY5,0.396,0.105,4,0.548,3.58E-05,minor,0.0286
PILLOWTALK,B,124.944,0.584,-4.275,0.117,202747,2016,spotify:track:0PDUDa38GO8lMxLCRc4lL1,Billboard Hot 100 2016,05CGQBA4YVCZSM1DY05X0PN7I,0.7,0.0939,4,0.438,0,major,0.0456
Stitches,C#,149.789,0.752,-6.684,0.0151,206880,2016,spotify:track:5jsw9uXEGuKyJzs0boZ1bT,Billboard Hot 100 2016,R5QVM2NR9880ML3ZNMODQOGH8,0.754,0.0486,4,0.755,0,major,0.0615
Hotline Bling,D,134.966,0.891,-7.863,0.00258,267067,2016,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,Billboard Hot 100 2016,OK71IL1F1AKAQSHLGHVGD3XJA,0.628,0.0504,4,0.552,0.00019,major,0.0551
Cold Water,F#,92.943,0.608,-5.092,0.0736,185360,2016,spotify:track:7zsXy7vlHdItvUSH8EwQss,Billboard Hot 100 2016,ICFWEUIF8PGQZXCMCD4NL56XF,0.798,0.156,4,0.501,0,minor,0.0432
Send My Love (To Your New Lover),F#,164.069,0.688,-8.363,0.0355,223079,2016,spotify:track:0t7fVeEJxO2Xi4H2K5Svc9,Billboard Hot 100 2016,377XVXKJCWYVLJFW5RTI2J1P4,0.533,0.172,4,0.567,3.48E-06,minor,0.0865
Roses,E,100.001,0.713,-7.055,0.0435,226739,2016,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,Billboard Hot 100 2016,0MSP5DMUOIK3UZJ123FWR5GAX,0.802,0.309,4,0.343,0.00377,major,0.0561
Treat You Better,B flat,82.695,0.444,-4.078,0.106,187973,2016,spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,Billboard Hot 100 2016,3U0GKR4PU8RW9U6CH8F162VDA,0.819,0.107,4,0.747,0,minor,0.341
Too Good,G,117.996,0.794,-7.839,0.0489,263373,2016,spotify:track:3BtuIIrQlkujKPuWF2B85z,Billboard Hot 100 2016,GC975EVT1SLXFFZEE5K26ZDXE,0.653,0.1,4,0.397,4.88E-05,major,0.104
Low Life (feat. The Weeknd),G#,143.961,0.722,-7.789,0.337,313547,2016,spotify:track:7EiZI6JVHllARrX9PUvAdX,Billboard Hot 100 2016,2ID79XIAZ4UBYNU88W4JVN4KF,0.331,0.146,4,0.102,0.282,major,0.0726
What Do You Mean?,F,125.02,0.845,-8.118,0.59,205680,2016,spotify:track:4B0JvthVoAAuygILe3n4Bs,Billboard Hot 100 2016,PETIE8M2HMQXW2Z21YMNAMDIP,0.567,0.0811,4,0.793,0.00142,minor,0.0956
The Hills,C,113.003,0.585,-7.063,0.0671,242253,2016,spotify:track:7fBv7CLKzipRk6EC6TWHOB,Billboard Hot 100 2016,B3ZLR1V56FJ4T9X29KZD0EIYD,0.564,0.135,4,0.137,0,minor,0.0515
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",G,162.958,0.632,-5.92,0.0114,215414,2016,spotify:track:7K5dzhGda2vRTaAWYI3hrb,Billboard Hot 100 2016,H42Y5LLTPP47UHKQM10K11W2Q,0.702,0.108,4,0.523,0,major,0.148
Broccoli,G#,145.99,0.886,-7.39,0.236,225205,2016,spotify:track:0qy5D3OJre7SPJNMOL9I71,Billboard Hot 100 2016,LSC5XLW23IVGYH4EFB4SC3CB4,0.525,0.057,4,0.708,0,major,0.132
Don't,B,96.991,0.765,-5.556,0.223,198293,2016,spotify:track:3pXF1nA74528Edde4of9CC,Billboard Hot 100 2016,WIWCHIH6SJBMXKP5PMUQAX53S,0.356,0.0963,4,0.189,0,minor,0.195
Dangerous Woman,E,134.049,0.664,-5.369,0.0529,235947,2016,spotify:track:6RUhbFEhrvGISaQ8u2j2JN,Billboard Hot 100 2016,28HBTJ48VW3L3SH8EN0CGKX7Q,0.602,0.356,3,0.289,0,minor,0.0412
Jumpman,C#,142.079,0.852,-7.286,0.0559,205879,2016,spotify:track:27GmP9AWRs744SzKcpJsTZ,Billboard Hot 100 2016,ERBXJHA3NS7KPHYVCOJ5A4C2Z,0.553,0.332,4,0.656,0,major,0.187
"i hate u, i love u (feat. olivia o'brien)",F#,92.6,0.492,-13.4,0.687,251034,2016,spotify:track:7vRriwrloYVaoAe3a9wJHe,Billboard Hot 100 2016,A21GIMAMQF4A75MU12B8J6MHL,0.275,0.101,4,0.18,0,minor,0.3
Here,C,120.493,0.376,-3.974,0.0783,199453,2016,spotify:track:664gdARxaClFsoF5SXKOws,Billboard Hot 100 2016,N7VVQNUTM8P5RQ7042TL8Q2N9,0.822,0.0841,4,0.327,0,major,0.104
Same Old Love,B,98.02,0.672,-4.01,0.0223,229080,2016,spotify:track:1BZG99C7Co1r6QUC3zaS59,Billboard Hot 100 2016,RS7KFH0J9JNAJZYB6K08CFLVW,0.593,0.214,4,0.438,0,minor,0.0304
Controlla,B flat,92.287,0.59,-11.083,0.0789,245227,2016,spotify:track:3O8NlPh2LByMU9lSRSHedm,Billboard Hot 100 2016,NK0PPZHVLE50LVEMVHRRWVDGB,0.468,0.101,4,0.349,0,minor,0.185
Like I'm Gonna Lose You (feat. John Legend),C,108.038,0.63,-7.259,0.4,225053,2016,spotify:track:2YlZnw2ikdb837oKMKjBkW,Billboard Hot 100 2016,KLWHGJBIOKGATUA8MP7QOYODL,0.53,0.177,3,0.417,0,major,0.0434
One Call Away,C#,91.024,0.667,-5.353,0.403,194453,2016,spotify:track:7soJgKhQTO8hLP2JPRkL5O,Billboard Hot 100 2016,LVDAEG2NREMV3KJYCH22Q1N5Q,0.613,0.115,4,0.47,0,major,0.0344
Let It Go,C#,147.464,0.546,-10.396,0.818,260533,2016,spotify:track:13HVjjWUZFaWilh2QUJKsP,Billboard Hot 100 2016,85JKJQCA7M7W252ZZN47T7J1A,0.311,0.107,4,0.246,1.65E-05,major,0.0288
NO,C#,92.134,0.557,-3.599,0.0124,213507,2016,spotify:track:0l0CvurVUrr2w3Jj1hOVFc,Billboard Hot 100 2016,XX9UN3P74U9B7J01JT06OZ1DV,0.803,0.737,4,0.657,1.61E-06,minor,0.213
Never Forget You,B,145.992,0.583,-5.728,0.00312,213428,2016,spotify:track:6hmhG1b4LEyNuashVvuIAo,Billboard Hot 100 2016,C8BVFUL6FWSW0GTTJTQO4IAQ2,0.732,0.269,4,0.276,9.86E-06,minor,0.0457
Let Me Love You,G#,99.988,0.649,-5.371,0.0863,205947,2016,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,Billboard Hot 100 2016,95RHPCELEKWZ1R666K12FE6H4,0.716,0.135,4,0.163,2.63E-05,major,0.0349
Don't Mind,G#,158.777,0.464,-4.503,0.0235,198237,2016,spotify:track:27PmvZoffODNFW2p7ehZTQ,Billboard Hot 100 2016,JFWWPP3G79Z913O0K140L7JHR,0.771,0.063,4,0.69,0,major,0.336
H.O.L.Y.,G,78.077,0.523,-4.081,0.401,194187,2016,spotify:track:0BCy325UZyR9z0t0uxwn2N,Billboard Hot 100 2016,BFWE7ZSW674FPLXGT6ZNHGLK2,0.666,0.0728,4,0.564,0,minor,0.0327
We Don't Talk Anymore (feat. Selena Gomez),C#,100.017,0.728,-8.053,0.621,217707,2016,spotify:track:37FXw5QGFN7uwwsLy8uAc0,Billboard Hot 100 2016,5I7SSE55SRYN1OY8BW9KKYWEV,0.563,0.179,4,0.352,0,minor,0.134
Into You,A,107.853,0.623,-5.948,0.0162,244453,2016,spotify:track:63y6xWR4gXz7bnUGOk8iI6,Billboard Hot 100 2016,19HI6Y4NCTAUVUNTGV48GPYU6,0.734,0.145,4,0.37,1.75E-06,major,0.107
Gold,G#,113.049,0.6,-9.343,0.615,225882,2016,spotify:track:6ZSO7kPn8IMJFymyticbJO,Billboard Hot 100 2016,9MGFA861WXQLZIF4X5S2D7HNH,0.412,0.134,5,0.408,0.0025,major,0.344
Exchange,F#,160.108,0.525,-10.598,0.107,194613,2016,spotify:track:43PuMrRfbyyuz4QpZ3oAwN,Billboard Hot 100 2016,37Y3BRT73HV6DVOL31Y65OSPD,0.433,0.135,4,0.276,0,major,0.185
679 (feat. Remy Boyz),G,190.05,0.618,-5.738,0.00256,196693,2016,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,Billboard Hot 100 2016,DZJ0O7M6FQ6FQGN8NY4L0Z3DK,0.717,0.625,4,0.603,0,major,0.318
oui,F,78.521,0.418,-3.724,0.213,238320,2016,spotify:track:0PJIbOdMs3bd5AT8liULMQ,Billboard Hot 100 2016,0OQMK3U8I16EEGZYK7UZXJGR1,0.724,0.112,5,0.604,0,major,0.0964
Hands To Myself,F,111.016,0.811,-7.161,0.0147,200680,2016,spotify:track:1LoriJC05IrHIDwj3q0KC1,Billboard Hot 100 2016,IRVGU6SNXY1LF8SUQZWJ28M7E,0.499,0.342,4,0.466,2.44E-06,minor,0.118
2 Phones,G,121.918,0.895,-5.267,0.157,240000,2016,spotify:track:0wdKiSBUT7aZkXUIdJWcwC,Billboard Hot 100 2016,TT3DZCSO7IQ95GH1SIJ01MRQV,0.681,0.189,4,0.554,0,minor,0.358
Starboy,G,186.003,0.679,-7.015,0.141,230453,2016,spotify:track:7MXVkk9YMctZqd1Srtv4MB,Billboard Hot 100 2016,AGL46UY0ZTQJKOEX564PRR2Z3,0.587,0.137,4,0.486,6.35E-06,major,0.276
For Free (feat. Drake),B flat,103.521,0.916,-8.241,0.0173,183695,2016,spotify:track:4JDZl9nKIAhAhDjw753u4X,Billboard Hot 100 2016,23NTFMBA1RSZTIK2Q21WUE5KK,0.571,0.153,4,0.498,1.11E-06,minor,0.2
Never Be Like You (feat. Kai),C,115.058,0.444,-5.476,0.453,234910,2016,spotify:track:5WI2ltQIdwgzf1SNE76JyR,Billboard Hot 100 2016,A1KD0NWHPSOK79IYD4KTR90R8,0.557,0.152,4,0.296,0,major,0.0602
In The Night,G,168.022,0.505,-4.993,0.0796,235653,2016,spotify:track:25KybV9BOUlvcnv7nN3Pyo,Billboard Hot 100 2016,ZSVD9LW9C0RNDTQ9H4H3MFRXA,0.68,0.0465,3,0.539,0,major,0.0714
Me Too,B,123.831,0.934,-5.849,0.0971,181240,2016,spotify:track:3KwwE4sgCzMaKWq6QBebmX,Billboard Hot 100 2016,S4UY1UIIP15H84MYDLPFSF1RY,0.694,0.477,4,0.833,1.20E-06,minor,0.101
Ex's & Oh's,G,139.988,0.612,-2.882,0.0183,202173,2016,spotify:track:70eDxAyAraNTiD6lx2ZEnH,Billboard Hot 100 2016,QHG7KZUECL1YTMGCBA39A7ORY,0.921,0.0576,4,0.446,0,major,0.085
Die A Happy Man,D,166.052,0.595,-9.245,0.418,227427,2016,spotify:track:5kNe7PE09d6Kvw5pAsx23n,Billboard Hot 100 2016,RA025PXD20ITW0H1TF0LXQI6C,0.389,0.116,4,0.4,1.39E-06,major,0.0349
White Iverson,G,130.098,0.675,-7.678,0.233,256533,2016,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,Billboard Hot 100 2016,X9GP5WCMDUPVB3TTU7FVN9JBT,0.562,0.0816,4,0.309,0,major,0.0352
Close,F#,123.996,0.654,-5.273,0.253,234213,2016,spotify:track:3lSDIJ2abCrOdDJ6pshUap,Billboard Hot 100 2016,O217HAXLJCFA54PJYT3M7DZRH,0.623,0.144,4,0.401,0,minor,0.082
Unsteady,C,117.055,0.389,-6.169,0.178,193547,2016,spotify:track:7lGKEWMXVWWTt3X71Bv44I,Billboard Hot 100 2016,D5P8D0F3G100K1BE7J6TAPEUY,0.665,0.116,4,0.199,0.000732,major,0.0644
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",A,169.021,0.502,-4.378,0.255,243491,2016,spotify:track:4dASQiO1Eoo3RJvt74FtXB,Billboard Hot 100 2016,LDDK8DQRNJ28J6262X3TELW75,0.786,0.65,4,0.739,0,minor,0.317
Down In the DM,C#,152.927,0.776,-7.016,0.00157,182733,2016,spotify:track:1LxKKYsJNPeBdOwdudsJzv,Billboard Hot 100 2016,QVAJW3BP2MA0IL9MZ5XWE7VKW,0.662,0.0887,4,0.324,2.10E-05,minor,0.0489
LUV,B,190.169,0.539,-8.113,0.0108,228640,2016,spotify:track:16Ah4QqH4mgYVXqfC4mdSd,Billboard Hot 100 2016,AM72WUCW46339J0YAL41FF66N,0.528,0.117,4,0.252,0,minor,0.252
Sorry,D,129.988,0.775,-7.274,0.00175,232560,2016,spotify:track:0lnIJmgcUpEpe4AZACjayW,Billboard Hot 100 2016,4HCSO9YRIZBW19VQXF738A5RO,0.598,0.253,4,0.356,4.44E-06,major,0.0535
Can't Feel My Face,A,107.949,0.705,-5.526,0.113,213520,2016,spotify:track:22VdIZQfgXJea34mQxlt81,Billboard Hot 100 2016,K6BWIU2I2URMYKSD1QZZ8FIYE,0.769,0.105,4,0.583,0,minor,0.0425
Hymn for the Weekend,C,90.027,0.491,-6.487,0.211,258267,2016,spotify:track:3RiPr603aXAoi4GHyXx0uy,Billboard Hot 100 2016,6VEBKKU01L3N6XHMWJ5QJL7WG,0.693,0.325,4,0.412,6.92E-06,minor,0.0377
Say It,B,107.331,0.546,-10.511,0.0862,237787,2016,spotify:track:2Gyc6e2cLxA5hoX1NOvYnU,Billboard Hot 100 2016,5KF7B96LX2ETPA5NWK9GK6IQR,0.529,0.124,4,0.247,6.50E-06,minor,0.0583
Antidote,C#,131.05,0.713,-5.046,0.00767,262693,2016,spotify:track:1wHZx0LgzFHyeIZkUydNXq,Billboard Hot 100 2016,L31BNLF2018IXY9YYVFL2G57C,0.526,0.124,4,0.131,0.000148,major,0.032
Lost Boy,G,123.994,0.71,-15.099,0.965,275280,2016,spotify:track:4h0zU3O9R5xzuTmNO7dNDU,Billboard Hot 100 2016,LKQRMPC6DB9NYMSGCXNVIGAEQ,0.0565,0.0889,4,0.348,0,major,0.0534
Side To Side,F#,159.173,0.65,-5.84,0.0528,226160,2016,spotify:track:43bCmCI0nSgcT7QdMXY6LV,Billboard Hot 100 2016,HME9NS8WK0VB4WET3IQQTFAW5,0.736,0.235,4,0.613,0,minor,0.229
"Sit Still, Look Pretty",D,90.98,0.846,-3.601,0.286,207761,2016,spotify:track:6ZtiywT2Qm50a1uR0jlY35,Billboard Hot 100 2016,07IC3VA3INYUPPBLXTIQYOCL3,0.734,0.425,4,0.717,8.27E-05,major,0.108
Wildest Dreams,G#,140.056,0.554,-7.414,0.0702,220440,2016,spotify:track:59HjlYCeBsxdI0fcm3zglw,Billboard Hot 100 2016,1UOTUJP3C8O8Q2Y319M2D2PQX,0.666,0.106,4,0.472,0.00593,major,0.0747
Middle,A,104.879,0.583,-5.336,0.0141,220573,2016,spotify:track:0g5EKLgdKvNlln7TNqBByK,Billboard Hot 100 2016,8NBIVL5WBYM4UG6H3VT4L0BQ9,0.695,0.0527,4,0.224,0,major,0.0423
On My Mind,C,154.911,0.702,-6.666,0.258,213445,2016,spotify:track:5a7NdkF09AfD0H607eiOkX,Billboard Hot 100 2016,8L2HU8QINFDYTOI1ZYS8VZAI4,0.705,0.0879,4,0.743,5.93E-06,major,0.0543
Pop Style,G,133.053,0.713,-10.027,0.192,212947,2016,spotify:track:5mPSyjLatqB00IkPqRlbTE,Billboard Hot 100 2016,I5IDBLQTN53QKYQMJIDHU7ZS1,0.462,0.105,4,0.0594,2.16E-06,major,0.123
When We Were Young,E flat,144.361,0.376,-5.936,0.303,290900,2016,spotify:track:7GgWAITsYJaRM3r50rfh5w,Billboard Hot 100 2016,7JZZY68VXKK37VKE2NQ4617L8,0.595,0.095,4,0.265,0,major,0.0496
Hide Away,B,94.997,0.884,-3.672,0.222,191368,2016,spotify:track:7fPyCCiXVwbzPQ1MtoUChl,Billboard Hot 100 2016,KA0QR610R1R2VXXHIM3975KH9,0.826,0.0651,4,0.465,2.29E-06,minor,0.0853
Lean On,G,98.007,0.723,-3.081,0.00346,176561,2016,spotify:track:1Lim1Py7xBgbAkAys3AGAG,Billboard Hot 100 2016,D27HIMDOUC1O0GWXSLYPPJKE3,0.809,0.565,4,0.274,0.00123,minor,0.0625
I Know What You Did Last Summer,A,113.939,0.687,-4.582,0.102,223853,2016,spotify:track:2GyA33q5rti5IxkMQemRDH,Billboard Hot 100 2016,HKFKJHG8BN6WIAPPFK0HCCGX9,0.761,0.147,4,0.743,0,minor,0.0876
All The Way Up (feat. Infared),B flat,117.139,0.536,-6.44,0.062,191942,2016,spotify:track:61QSuw5VlC0LTS8WMO356g,Billboard Hot 100 2016,JI92VS193GAQM70LHXLIHK9AV,0.721,0.824,5,0.393,0,minor,0.386
Watch Me (Whip / Nae Nae),G#,140.01,0.821,-8.541,0.247,185143,2016,spotify:track:5RIVoVdkDLEygELLCniZFr,Billboard Hot 100 2016,3QLZ9W925LMTE7R0F5BSYX3F4,0.759,0.321,4,0.962,0,major,0.121
Back To Sleep,A,92.981,0.647,-5.483,0.0424,201253,2016,spotify:track:6dlpABcXrQKRU9G00i6Zba,Billboard Hot 100 2016,6V9O8XF4QN374802KDDZM1S4L,0.646,0.0888,4,0.721,0,minor,0.243
No Limit (feat. Young Thug),B flat,127.047,0.717,-6.506,0.0799,228613,2016,spotify:track:1CDBn2Lm7E63XKQDsdCq6O,Billboard Hot 100 2016,HKB24LO3E2LEX671LWMQ1V5JJ,0.523,0.206,4,0.282,0,minor,0.0611
Cut It (feat. Young Dolph),G,130,0.875,-4.184,0.135,222600,2016,spotify:track:376KnY4TrgBITxjlnbnmIy,Billboard Hot 100 2016,MFGKKNE04NC2WTF2SEYIQ7QLP,0.673,0.292,4,0.231,0,major,0.0932
Really Really,C,118.97,0.762,-6.055,0.00427,232093,2016,spotify:track:10I3CmmwT0BkOVhduDy53o,Billboard Hot 100 2016,J079D85BJ6OJIU4AKXI3UY8EK,0.666,0.127,4,0.278,0,major,0.0916
All In My Head (Flex) (feat. Fetty Wap),C,95.04,0.689,-5.194,0.023,210573,2016,spotify:track:7nD9nN3jord9wWcfW3Gkcm,Billboard Hot 100 2016,ZAI5GH1YUQRWVJEWKC2ADDJEE,0.791,0.0526,4,0.755,0,minor,0.053
Starving,E,99.962,0.728,-4.238,0.378,181880,2016,spotify:track:4Ce37cRWvM1vIGGynKcs22,Billboard Hot 100 2016,0ABRBHIS9N4ED4E468EUFND40,0.616,0.105,4,0.508,0,major,0.0645
Adventure of a Lifetime,G,111.995,0.638,-3.887,0.00205,263787,2016,spotify:track:69uxyAqqPIsUyTO8txoP2M,Billboard Hot 100 2016,HLOLNMPWQKUVPO4Z8K58K1MC9,0.924,0.149,4,0.53,0.000175,major,0.036
Humble And Kind,B,100.956,0.355,-7.31,0.679,259267,2016,spotify:track:4Pn0JlCUusD2QHjADuOzuV,Billboard Hot 100 2016,DJ5SGW6NKMD3I5A3LJCJ7LQIS,0.48,0.12,3,0.137,2.28E-06,major,0.0282
Wicked,B,157.97,0.718,-5.899,0.00191,173347,2016,spotify:track:6BbINUfGabVyiNFJpQXn3x,Billboard Hot 100 2016,JS28JMZJT2SKH1CDNQA8F5XBU,0.679,0.385,4,0.205,0.0104,minor,0.0706
Tiimmy Turner,F#,122.803,0.603,-3.054,0.174,239853,2016,spotify:track:3NJG6vMH1ZsectZkocMEm0,Billboard Hot 100 2016,HDUREVM00Y4G04VO49AVK4CDI,0.725,0.0786,4,0.304,0,major,0.0393
See You Again (feat. Charlie Puth),B flat,80.025,0.689,-7.503,0.369,229526,2016,spotify:track:2JzZzZUQj3Qff7wapcbKjc,Billboard Hot 100 2016,PRDBEPO2A77WAB6WMCTRNFB9X,0.481,0.0649,4,0.283,1.03E-06,major,0.0815
Perfect,D,99.933,0.647,-5.231,0.0598,230333,2016,spotify:track:3NLnwwAQbbFKcEcV8hDItk,Billboard Hot 100 2016,05WT9K90CU6TC5WK7SIGP6204,0.823,0.119,4,0.396,0,major,0.0762
"The Theme from ""A Summer Place""",C,186.232,0.326,-15.144,0.591,142693,1960,spotify:track:6zwvB879PJSpTyFcg2wwnL,Billboard Hot 100 1960,HA2SKEXQT80KONHF63S5X4QY3,0.326,0.494,3,0.87,0.918,major,0.0297
He'll Have to Go,C#,81.181,0.554,-15.846,0.909,138640,1960,spotify:track:7DH5dXVuQaqcKf9oTy9oUN,Billboard Hot 100 1960,YYVGAOCRL738YU36LW74X5TFW,0.186,0.11,3,0.2,0.00144,major,0.0379
Cathy's Clown,G,119.808,0.497,-8.961,0.412,144013,1960,spotify:track:1MA9StLzlFftLbuqOmoWij,Billboard Hot 100 1960,WBUMB45YOS3ORQ3WM9G2NDUYN,0.582,0.372,4,0.866,0,major,0.0339
Running Bear,F,119.986,0.76,-8.957,0.775,157960,1960,spotify:track:1mE8QtaSFxEQnr3SgxmIRf,Billboard Hot 100 1960,YDO0NS4OXEDL4ID1L2T6N92Y0,0.468,0.184,4,0.745,2.36E-05,minor,0.0482
Teen Angel,C,101.493,0.584,-15.537,0.775,158200,1960,spotify:track:3PymNAkWROfyEVeYq6XtjD,Billboard Hot 100 1960,R6PYO8UJZOAKAA7KUXD407F8O,0.0863,0.212,4,0.46,0,major,0.0403
I'm Sorry,B flat,101.711,0.558,-12.362,0.868,161547,1960,spotify:track:4LJcNiq2pBb8OeqrGdBJQw,Billboard Hot 100 1960,2H1IIUWMIUT4JAD1JAKKFKRGF,0.223,0.13,3,0.303,0.000972,major,0.0299
It's Now or Never,E,126.399,0.643,-9.312,0.642,194600,1960,spotify:track:1XunTmhOcj3xwh4b8P3isX,Billboard Hot 100 1960,BLGCCRW37BATKLSL6K6BSVPQP,0.491,0.286,4,0.753,0.00972,major,0.0344
Handy Man,B flat,144.976,0.477,-6.931,0.4,124120,1960,spotify:track:63l4KCU2ZpXodzDzuHtyu4,Billboard Hot 100 1960,IPIPLTSDFB1NFJXXQLNW8EHN9,0.781,0.331,4,0.75,0,major,0.0654
Stuck on You,G,131.641,0.647,-12.372,0.758,139640,1960,spotify:track:39zODpVtRvghMyfNjZ3BVK,Billboard Hot 100 1960,9XANP8SRQVJBZK7S1DHQY9NII,0.513,0.108,4,0.955,8.64E-06,major,0.0421
The Twist,E,156.892,0.571,-5.682,0.18,155040,1960,spotify:track:4YCnTYbq3oL1Lqpyxg33CU,Billboard Hot 100 1960,1TCI8RT6EAXGV4TZ3ZTWRPTDX,0.618,0.178,4,0.852,2.69E-06,major,0.0371
Everybody's Somebody's Fool,C#,84.322,0.584,-4.643,0.745,157880,1960,spotify:track:1qC8zQRrdkZCwzQ5N4ECoD,Billboard Hot 100 1960,7UKJZ24V1Q6XUKMWLATL4DAWW,0.737,0.208,4,0.753,1.93E-05,major,0.0306
Wild One,G,148.876,0.598,-6.981,0.679,143347,1960,spotify:track:3ZAC5Rs6R7w1NyZ4vMIDXe,Billboard Hot 100 1960,THD851OG5C3MMHKB4VMX9VJYD,0.714,0.0539,4,0.853,2.99E-06,major,0.0443
Greenfields,B,111.43,0.466,-20.428,0.863,182027,1960,spotify:track:7LAsDdinXejDwodvelVVTa,Billboard Hot 100 1960,PCGWFNV0FFDQALA5Z34F4KLBC,0.125,0.121,1,0.338,0,minor,0.0372
What in the World's Come Over You - Remastered 1990,E,76.273,0.506,-13.962,0.802,173267,1960,spotify:track:3XToK0X499i9odkrDCG4FL,Billboard Hot 100 1960,IO1W9453OIF4LGUSTIAEPVFH8,0.176,0.0978,4,0.492,3.93E-06,major,0.0303
El Paso,D,106.662,0.654,-9.709,0.835,259307,1960,spotify:track:4f8hBeMXMvssn6HtFAtblo,Billboard Hot 100 1960,U3A919BLAFU8O2WVROGXGLKDO,0.452,0.16,3,0.691,2.89E-05,major,0.03
Alley Oop,G,63.325,0.584,-9.562,0.809,161440,1960,spotify:track:2bgl6miORpyE4ql0gl7KHR,Billboard Hot 100 1960,RDMGVZ4MN5E3N8404NS78NE4P,0.476,0.0915,4,0.944,0,major,0.0614
My Heart Has A Mind Of Its Own,F#,109.49,0.495,-6.088,0.819,152267,1960,spotify:track:7qinPLZ41lgIGuT40EAFs0,Billboard Hot 100 1960,GJ7VKQZCRV8S1LVGR8C40N5QT,0.539,0.325,4,0.715,0,major,0.0336
Sweet Nothin's,F,125.235,0.778,-10.551,0.642,144600,1960,spotify:track:4ZiDhG5Ift5I6reAEOBBec,Billboard Hot 100 1960,ADPHDBGI8PPMOD8OYE3LD9QJU,0.413,0.148,4,0.961,0.00104,major,0.0514
Itsy Bitsy Teenie Weenie Yellow Polka-Dot Bikini,D,122.142,0.803,-13.233,0.693,143800,1960,spotify:track:3Aug2RunJbjGiz2CTtWu5l,Billboard Hot 100 1960,81HCH9H7I6JTOOLGN0BPN0C91,0.402,0.0271,4,0.967,0,major,0.0817
Only the Lonely,F,123.273,0.57,-10.769,0.377,145533,1960,spotify:track:0PkBTqRtN25z3oKasWoKlj,Billboard Hot 100 1960,CMQJD5S5J0M5Z21K2N3BCXZCL,0.529,0.203,4,0.934,0.00509,major,0.028
