title,key,tempo,danceability,loudness,acousticness,duration_ms,year,uri,playlist,id,energy,liveness,time_signature,valence,instrumentallness,mode,speechiness
Swing My Way - Remix,F,136.709,0.769,-7.168,0.119,248627,1998,spotify:track:35KcXRWo7BTYdJiyMOy2Zu,Billboard Hot 100 1998,EHOHB45GSMZ6Z9BRYKS7YG25O,0.636,0.0448,4,0.836,5.90E-06,major,0.0443
The Arms of the One Who Loves You,C,115.4,0.657,-8.917,0.311,260427,1998,spotify:track:6Zyk31Yyk7AUU1TTJn7plb,Billboard Hot 100 1998,3JDOZWCVLPUXZD63NKS4JX00U,0.456,0.0922,4,0.182,0,major,0.0345
My Love Is the Shhh!,D,126.036,0.779,-5.886,0.297,281747,1998,spotify:track:3TS25nchaYIPb2Y2fw6cbb,Billboard Hot 100 1998,RJMLRI8LQ9QH0AJ5P99U98W1G,0.715,0.157,4,0.621,0,minor,0.0368
Daydreamin',C#,96.785,0.882,-7.565,0.0886,300133,1998,spotify:track:0ALJZXgutuN6F680E8lQPs,Billboard Hot 100 1998,84NTRF1NE9XTTHU1LHYBYZZ5A,0.57,0.0932,4,0.815,6.54E-06,major,0.0832
We're Not Making Love No More,E flat,114.047,0.569,-6.88,0.257,292507,1998,spotify:track:0fW2lTbzO1dcd2uahQUtwV,Billboard Hot 100 1998,SJ4ND65Z0K8BFHKHNFONF796A,0.511,0.0997,4,0.193,0,minor,0.0349
Semi-Charmed Life,G,102.026,0.64,-6.576,0.00832,268360,1998,spotify:track:42et6fnHCw1HIPSrdPprMl,Billboard Hot 100 1998,BCQ6JXI60JEZDPRWH9OL6XMO2,0.864,0.123,4,0.701,0,major,0.0314
I Do,B flat,110.173,0.732,-6.659,0.334,221093,1998,spotify:track:014Y7CPce02N9bir2M1ePw,Billboard Hot 100 1998,KBZLVG45G5F1W4AL9XEUR0MT4,0.723,0.194,4,0.731,9.34E-05,major,0.0307
Lookin' at Me (feat. Puff Daddy),B,188.247,0.743,-8.27,0.028,255160,1998,spotify:track:2dieHErJLwG7fOzD8WAtFO,Billboard Hot 100 1998,TEPBTTTMAT60AI5UDABADTODE,0.516,0.273,4,0.614,1.89E-05,minor,0.397
Looking Through Your Eyes - from the motion picture Quest For Camelot,B flat,80.126,0.487,-11.566,0.618,245467,1998,spotify:track:5es9FeUsKa8P8bB5iuN2co,Billboard Hot 100 1998,ZRUA0SEW42NRKINAOSFXXNZV2,0.271,0.16,4,0.194,0,major,0.0283
Lately,A,121.037,0.677,-12.398,0.569,259533,1998,spotify:track:1DYDQQY0G8VsQFrcRttYLP,Billboard Hot 100 1998,UHB7N0D61LQTNZQETVC5TR6KU,0.387,0.189,4,0.39,0,major,0.0377
Quit Playing Games (With My Heart),B,100.033,0.8,-4.952,0.0615,233533,1998,spotify:track:1nRwyxNsqCLeA17qR8Nfxx,Billboard Hot 100 1998,LKCCHBN9VH6O8BUNKH8DUMIO4,0.875,0.13,4,0.882,2.79E-06,minor,0.0338
I Still Love You,A,170.775,0.578,-10.49,0.506,254200,1998,spotify:track:6zZJkvtu3N9GhbSQdVzsKT,Billboard Hot 100 1998,ZONL9KAAZTTHDUQW5G8UXJZ2B,0.447,0.308,4,0.783,0,minor,0.0682
Time After Time,C,131.734,0.762,-8.705,0.2,249440,1998,spotify:track:5I0Pt0YFaShP1OoXPyUnX8,Billboard Hot 100 1998,49TD4RJKL5SUBO4827HO6YDP1,0.56,0.101,4,0.423,0.00635,major,0.0323
Are You Jimmy Ray?,B flat,99.083,0.75,-5.707,0.13,201200,1998,spotify:track:6VWFrHAnLDyNUEJbJvpkZA,Billboard Hot 100 1998,9P7FGJDOM8MFOB46AXYTQRXVZ,0.914,0.392,4,0.673,2.33E-05,minor,0.0704
Cruel Summer,C#,109.966,0.721,-1.97,0.013,215360,1998,spotify:track:4AxVXHgv0clBuS4dl4S7Gw,Billboard Hot 100 1998,BL0SA5LJ9FQ99EUPCYS7D7JL1,0.842,0.076,4,0.882,0.00187,minor,0.0279
I Got The Hook-Up!,B,79.302,0.608,-5.655,0.0447,256013,1998,spotify:track:3qEEoMccf3U90pM47dbQtX,Billboard Hot 100 1998,IZSV995F74J26JL9WS0RWPT0G,0.704,0.397,4,0.818,0,minor,0.258
Victory (feat. The Notorious B.I.G. & Busta Rhymes),A,91.778,0.609,-6.846,0.397,296267,1998,spotify:track:2B9aYvlGefTIgKLhM6ia8t,Billboard Hot 100 1998,MTIECQD2N64S5TIK5BMJBG8SV,0.731,0.664,4,0.685,0,major,0.322
Too Much,D,80.14,0.333,-4.992,0.484,271933,1998,spotify:track:1RQnYh2xw2BPpnzQFbO5r5,Billboard Hot 100 1998,YQYA1A0STMEQFD8S6ESLB7FLN,0.631,0.332,4,0.342,0,major,0.0461
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & MÃ½a),C#,99.931,0.818,-8.396,0.0335,261133,1998,spotify:track:31bf9SEOppLU6lQ85d8om6,Billboard Hot 100 1998,5EJJ68F6J067VRYV354ICWMRJ,0.653,0.22,4,0.533,5.46E-06,major,0.204
How Deep Is Your Love,E flat,94.411,0.729,-9.111,0.0473,243360,1998,spotify:track:60NvAO9lx0KmBNAVHIlWN6,Billboard Hot 100 1998,CP8MEL8IZLIUZH4PDZ60Q4BIZ,0.434,0.314,4,0.743,1.23E-05,minor,0.079
Friend Of Mine - Remix,B flat,109.876,0.737,-8.346,0.35,377507,1998,spotify:track:35irxCsC8QXJ1IN0eioD3H,Billboard Hot 100 1998,X9SCRR2JVPDHX0IOLPHH0K1IN,0.366,0.0707,4,0.395,0,minor,0.032
Turn It Up / Fire It Up - Remix,D,104.295,0.817,-8.598,0.00511,237907,1998,spotify:track:0Cwn4fq9ysV0PsfSew34bp,Billboard Hot 100 1998,Q8A2AQEOMKW7AAVWI1PL6EFTM,0.84,0.288,4,0.89,0.000345,major,0.0923
I'll Be,B,136.526,0.371,-5.524,0.386,266533,1998,spotify:track:5K7AMlpc4796JRWXb26nCV,Billboard Hot 100 1998,O0ECT0QOSVE3MF4I0JU0AZ8DF,0.609,0.104,3,0.426,0,major,0.0295
Ray of Light,E flat,127.172,0.561,-7.878,0.00118,320693,1998,spotify:track:4Fpsa3pYc3gozrxHRRPvR6,Billboard Hot 100 1998,FSLE36SFUL63LH928BLA0TI8B,0.909,0.0713,4,0.71,0.46,major,0.0312
All For You,G#,137.047,0.633,-6.495,0.0316,218707,1998,spotify:track:2skmOCFU64Bg7Ytkgwliwe,Billboard Hot 100 1998,VCFL17E3MTMBQYBQ0DV0KWZ68,0.754,0.091,4,0.641,2.27E-05,major,0.0382
Touch It,G#,115.459,0.863,-10.019,0.0307,285827,1998,spotify:track:3upCmUgdchN3u0vkedbC5S,Billboard Hot 100 1998,IAW4MQ0GCCYCGQKKLWSZ3MRBJ,0.476,0.0706,4,0.783,0.0515,minor,0.0932
"Money, Power & Respect - Club Mix",E,95.4,0.681,-3.9,0.00548,273120,1998,spotify:track:0rHR6fqjgZUrsxoqNnpZGQ,Billboard Hot 100 1998,OU6YASFBSCM5EOGR7ANAED4MJ,0.745,0.218,4,0.477,0,minor,0.288
Bitter Sweet Symphony,A,171.121,0.389,-6.546,0.0415,358427,1998,spotify:track:5yEPxDjbbzUzyauGtnmVEC,Billboard Hot 100 1998,YO1I1520ZUBNS2IVPK2JRO7B0,0.889,0.463,4,0.524,0,major,0.0442
Dangerous,B,103.268,0.913,-8.446,0.0096,217640,1998,spotify:track:2cZuNzaAGNFozlZTxSDU1g,Billboard Hot 100 1998,12WG2MHTP0QS8FYIV9TRNHWUR,0.6,0.117,4,0.764,0,minor,0.202
Spice Up Your Life,C#,124.016,0.556,-5.067,0.0105,173667,1998,spotify:track:5qGwqO0lkbBXw4xNfzT7SF,Billboard Hot 100 1998,Z8OGN979IS37IPBB9EHZBP71E,0.993,0.403,4,0.702,0.0341,major,0.0464
Because Of You,C,104.503,0.732,-6.147,0.296,296347,1998,spotify:track:7xoN94HgqWTerSUbG5Hf9O,Billboard Hot 100 1998,9KY0IFHVCRHJ82R1NH7LEQGDM,0.658,0.113,4,0.501,0,major,0.0269
The Mummers' Dance,C,120.274,0.548,-11.53,0.425,367440,1998,spotify:track:5OFXqc0YydDLSJTxEp0AjS,Billboard Hot 100 1998,V7Z5YJKWKVL6KONTU5RE0DD38,0.456,0.0892,4,0.294,0.116,minor,0.0289
All Cried Out (feat. 112) - Behind the scenes Video,C#,139.802,0.613,-8.918,0.176,275773,1998,spotify:track:1DViQw0p1vo0eAMRlUF4Lr,Billboard Hot 100 1998,U5LHC4Y8UALZY1OTF8PN3QYHC,0.464,0.103,4,0.176,0,major,0.0241
Still Not a Player (feat. Joe),E,94.068,0.902,-5.425,0.19,236120,1998,spotify:track:2ntj6zoYOXfdQDzxo2kHrD,Billboard Hot 100 1998,JEOGFT0ECEKZYUWAQZ6MJKASS,0.653,0.0895,4,0.863,0.00102,minor,0.284
Foolish Games,F,131.045,0.298,-16.472,0.944,340667,1998,spotify:track:6Ee5Y6kCdlZfoFhyR8xPVt,Billboard Hot 100 1998,AT9RNJFCOKO6GJ5GZNBESUB9G,0.0735,0.0976,4,0.174,0.000401,major,0.0378
You Were Meant For Me,F#,111.873,0.582,-7.928,0.791,254480,1998,spotify:track:6kBU9uWqar0Fw2Ws0he11A,Billboard Hot 100 1998,9MIFBL7UILO5J2VOHSSLBMOGP,0.33,0.105,4,0.407,1.48E-06,major,0.0347
Love You Down,G#,134.15,0.736,-8.672,0.0341,257667,1998,spotify:track:4bDXOwif9Io5Ai62Pokzg7,Billboard Hot 100 1998,BXS1HIP0E37IZG1T8G271S6MQ,0.479,0.0576,4,0.661,0.0289,major,0.0403
Do For Love,C#,95,0.874,-3.585,0.0578,281600,1998,spotify:track:4AE7Lj39VnSZNOmGH2iZaq,Billboard Hot 100 1998,WLT39ISJ984M59OYTADQDPA5Q,0.63,0.0582,4,0.717,0.00479,major,0.298
Raise The Roof,C#,142.454,0.819,-6.629,0.0446,209659,1998,spotify:track:3Pe5Rih4ypdLUPH7uifNnI,Billboard Hot 100 1998,G1AFECHU0HUCPG34R9HNME61L,0.81,0.358,4,0.73,0,minor,0.267
Heaven,F#,96.178,0.637,-12.1,0.844,298133,1998,spotify:track:0zLMsK6UeAP4KrbekFbHvC,Billboard Hot 100 1998,EUIL8XWOT6MEL2OP32N6TVV17,0.406,0.0875,4,0.35,0.000176,major,0.0235
The Party Continues (feat. Da Brat & Usher) - Video Version,C#,101.072,0.898,-11.679,0.033,242667,1998,spotify:track:0zSaR3TpVlqfQzbSCbhWfU,Billboard Hot 100 1998,YKA4TDMGL5ZZ7MZ13ZVA207P1,0.495,0.275,4,0.633,0,major,0.226
Sock It 2 Me (feat. Da Brat),G#,81.997,0.874,-9.108,0.00791,257467,1998,spotify:track:08bn759cPYICtUPoYx29P0,Billboard Hot 100 1998,E64K08KEESVOJXLJA24G4YWNX,0.498,0.102,4,0.599,0.00375,major,0.233
Butta Love,C#,108.015,0.735,-8.412,0.0972,296400,1998,spotify:track:6fRLVZ4jKzuqyDPlIdbq9q,Billboard Hot 100 1998,VE09UQ97WN7Q5KN6CORGWFWA8,0.441,0.0967,4,0.591,0,minor,0.0407
A Rose Is Still a Rose,G#,175.814,0.631,-7.551,0.212,266667,1998,spotify:track:3pi27Gt4NetgWmEMFOCjBQ,Billboard Hot 100 1998,XR1GGFNEBJCIVF47G71AMQLP1,0.793,0.0441,4,0.826,0,minor,0.251
4 Seasons Of Loneliness,F#,98.497,0.583,-10.494,0.821,292400,1998,spotify:track:027tq4cWr0kRxLTfdxvM1L,Billboard Hot 100 1998,QI2O6STUSETO58I3CYGBXJ5XP,0.488,0.115,4,0.191,1.71E-05,major,0.0444
Father,G,98.825,0.754,-10.928,0.0486,284667,1998,spotify:track:7JXFCtDRnftvbZjukyIRRB,Billboard Hot 100 1998,Y3TO1TY9GMULPH1P1FAV95LPD,0.519,0.158,4,0.608,0.074,minor,0.241
Thinkin' Bout It,C#,116.485,0.738,-5.193,0.0979,391040,1998,spotify:track:4DDhR1Zd6WYbNiCd13Uu4i,Billboard Hot 100 1998,LNC7HVRQM3O3JEZ1I2G8JO44K,0.659,0.252,4,0.373,0,major,0.0653
Nobody's Supposed to Be Here,G#,119.957,0.662,-5.3,0.202,262333,1998,spotify:track:51QxenFmXlJXUN9mpvxlaL,Billboard Hot 100 1998,0U2G6I5CPS9WXOYPSVK4GLA0D,0.531,0.595,4,0.399,1.16E-05,major,0.0361
Westside,E,82.52,0.685,-6.665,0.19,304733,1998,spotify:track:6I3LsZncKrJG9mwv12FCEg,Billboard Hot 100 1998,ZRL7V0XLCS68I3JQ7KCRJM0YB,0.62,0.158,4,0.372,0,minor,0.0406
Come Dance With Me - 1998 Remastered,A,141.457,0.629,-13.163,0.365,151027,1998,spotify:track:46Wiqf4yrN7euMb5qf12Hf,Billboard Hot 100 1998,EI5H4PLJZZMWIO3II2ZY4GSMY,0.192,0.107,4,0.744,0,major,0.084
Never Ever,C#,134.187,0.738,-5.485,0.559,387573,1998,spotify:track:7ziHnshbknkpFLDW5yGBjO,Billboard Hot 100 1998,T0XXZZRF41P50N62B06AB41K3,0.541,0.0492,4,0.309,0,major,0.0311
Candle In The Wind 1997,E,125.648,0.45,-8.175,0.977,250107,1997,spotify:track:3DUcaEvPO72PijivCjtZcU,Billboard Hot 100 1997,JNOKK20TKTCQP8MEHRIUEWBZP,0.311,0.167,4,0.367,0.00713,major,0.0314
You Were Meant For Me,F#,111.873,0.582,-7.928,0.791,254480,1997,spotify:track:7y7aSSTiQfO0Ace4F7yxzE,Billboard Hot 100 1997,UL6M740BIXASTX4B9GIVRR35R,0.33,0.105,4,0.407,1.48E-06,major,0.0347
I'll Be Missing You (feat. 112),G,109.877,0.862,-9.199,0.0523,301520,1997,spotify:track:3QHONiXGMGU3z68mQInncF,Billboard Hot 100 1997,T2CDZW6QIE2QLQUNLNHR7KN7B,0.479,0.589,4,0.924,0.00126,major,0.0645
Un-Break My Heart,D,110.021,0.625,-8.4,0.412,270333,1997,spotify:track:5Ihd9HrPvOADyVoonH9ZjB,Billboard Hot 100 1997,E2P5FLKPX40GLRQA4H8ICOY21,0.426,0.116,4,0.112,0,minor,0.0271
Can't Nobody Hold Me Down (feat. Mase),E flat,93.987,0.928,-5.935,0.102,231160,1997,spotify:track:1EM23A621Z0QyTlWKu7T1l,Billboard Hot 100 1997,BKT910BEG5WPD0M8GUDBTZUZ1,0.771,0.338,4,0.679,1.07E-05,minor,0.251
I Believe I Can Fly,G,120.179,0.55,-7.588,0.241,320667,1997,spotify:track:2RzJwBCXsS1VnjDm2jKKAa,Billboard Hot 100 1997,4QLQVNPCELEFJD8UFYSB7FWMC,0.444,0.187,4,0.0438,0,major,0.0292
Don't Let Go (Love),F,78.311,0.618,-5.867,0.409,291880,1997,spotify:track:06TuMCjDEYjTOJScCRzmjf,Billboard Hot 100 1997,47AA54EAGY21HSL3CF1YH6OBC,0.688,0.3,4,0.561,6.32E-06,minor,0.0477
Return of the Mack,D,95.487,0.715,-5.379,0.00631,213093,1997,spotify:track:3jDdpx9PMlfMBS5tOBHFm9,Billboard Hot 100 1997,YNQ4IA2IHKTUKFFDRO376U5NW,0.833,0.164,4,0.612,0,major,0.108
How Do I Live,D,128.303,0.577,-7.989,0.128,266973,1997,spotify:track:7BD50ATrF3Vab5FQy7vtK8,Billboard Hot 100 1997,YWGMUCPXG31MJ8XUQE9BUSO0K,0.462,0.0822,4,0.258,0,major,0.0279
Wannabe,B,110.008,0.768,-6.145,0.101,173027,1997,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,Billboard Hot 100 1997,73I509W9J2ZDBOHFJDIFL835W,0.864,0.162,4,0.891,0,major,0.0324
Quit Playing Games (With My Heart),B,100.033,0.8,-4.952,0.0615,233533,1997,spotify:track:1nRwyxNsqCLeA17qR8Nfxx,Billboard Hot 100 1997,KNUIR9498IKEJP0YPAF8N36TS,0.875,0.13,4,0.882,2.79E-06,minor,0.0338
MMMBop,A,104.872,0.683,-6.335,0.00481,268653,1997,spotify:track:0lnxrQAd9ZxbhBBe7d8FO8,Billboard Hot 100 1997,AK2I1TU6EA5Y241ZD273BRPPY,0.937,0.07,4,0.619,0.0046,major,0.0449
For You I Will,C,123.208,0.652,-7.981,0.243,294867,1997,spotify:track:2b29qJRy4asbQNFjPO96XC,Billboard Hot 100 1997,2AJIDQP0KH21WXAD4Y5ZXK3PN,0.473,0.134,4,0.368,0,minor,0.0313
You Make Me Wanna...,F,164.088,0.761,-7.577,0.0359,219120,1997,spotify:track:47TqCCnEliDp8NRDyIQoQq,Billboard Hot 100 1997,N5WJZ6WMLAZOA3GE3GW8IKJ7U,0.639,0.0945,4,0.922,0,minor,0.0539
Bitch,A,96.328,0.617,-5.953,0.0112,252760,1997,spotify:track:3i6qNxyVgIdUZTTi5m25EM,Billboard Hot 100 1997,40HDH88CJMWVD0UJWUUGI4A8Z,0.886,0.0523,4,0.629,9.63E-05,major,0.055
Nobody (feat. Athena Cage),A,117.907,0.699,-9.449,0.484,264773,1997,spotify:track:4SF1747p541umnykBp352Q,Billboard Hot 100 1997,WNICYWZ0UI5ILVUXRA7LX9CWG,0.492,0.0482,4,0.388,0,minor,0.0318
Semi-Charmed Life,G,102.026,0.64,-6.576,0.00832,268360,1997,spotify:track:42et6fnHCw1HIPSrdPprMl,Billboard Hot 100 1997,FGWZ3DHI3X5EGNFVYEVFSIZS1,0.864,0.123,4,0.701,0,major,0.0314
Barely Breathing,C,187.918,0.482,-6.976,0.0281,254547,1997,spotify:track:75HZ6Wxnw8xbgz6HU9kKCS,Billboard Hot 100 1997,8J0P77R1GFJCRE9S3YC9Z2ULE,0.807,0.177,4,0.516,0,major,0.0457
Hard To Say I'm Sorry (feat. Peter Cetera),F,127.77,0.537,-9.949,0.604,195693,1997,spotify:track:2OWzR8QoH7KaLtiN65v32x,Billboard Hot 100 1997,Q2B34QCLQJ2Q1CBZA0JY410PM,0.413,0.16,4,0.22,0,minor,0.0366
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,F#,104.536,0.845,-4.506,0.0128,257400,1997,spotify:track:4INDiWSKvqSKDEu7mh8HFz,Billboard Hot 100 1997,SF1N9IY4QQV8ED83VCKENKLMP,0.884,0.203,4,0.904,2.10E-06,minor,0.0759
The Freshmen,C#,99.562,0.571,-9.312,0.0757,269467,1997,spotify:track:21jEuMn2lf37715rwjow2M,Billboard Hot 100 1997,9ALQISZ9Q4LNU0T7MOYMQ4O4T,0.505,0.109,4,0.276,1.04E-05,minor,0.0238
I Want You,G,106.101,0.628,-6.44,0.0077,232067,1997,spotify:track:3XorCFmcupSm5QS6hA9g4N,Billboard Hot 100 1997,2FKHA92YA3QMLBU11BETA1CDK,0.871,0.392,4,0.615,1.64E-06,major,0.0363
No Diggity,C#,88.634,0.867,-4.674,0.303,304600,1997,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,Billboard Hot 100 1997,1Q0C7JHOHI9IE5M2ON57U7FGI,0.646,0.279,4,0.67,0,minor,0.288
I Belong To You (Every Time I See Your Face),C,117.846,0.759,-11.034,0.026,273267,1997,spotify:track:1nP6feYWJVpbO41aezFtm2,Billboard Hot 100 1997,0RTABNDTWJQ8DH3NLD9NXM8CE,0.337,0.0753,4,0.329,0,minor,0.0351
Hypnotize - 2014 Remaster,A,93.941,0.901,-3.439,0.145,229827,1997,spotify:track:7KwZNVEaqikRSBSpyhXK2j,Billboard Hot 100 1997,YEIFN84HIT6LQ6KA2JFE0EPV2,0.697,0.287,4,0.67,0,major,0.28
Every Time I Close My Eyes (with Kenny G),F,143.676,0.654,-7.699,0.0624,296267,1997,spotify:track:2ezqQeBiC72gwMJoO4w1hA,Billboard Hot 100 1997,8YWXNGMFK0MOBORJF2JBWZJCF,0.417,0.0963,4,0.279,0,major,0.025
In My Bed,F#,118.11,0.714,-7.395,0.436,284600,1997,spotify:track:2MflYZf6aZzOxQWX0O7Brc,Billboard Hot 100 1997,BQ3HN9X8ANSPRMI7Z5WOHZVV6,0.37,0.0518,4,0.334,0,minor,0.0321
Say You'll Be There,C#,107.02,0.726,-6.219,0.0149,235973,1997,spotify:track:1yTQ39my3MoNROlFw3RDNy,Billboard Hot 100 1997,173M7EHW3LNSYE6XJX4TY6VDH,0.679,0.0837,4,0.751,1.49E-06,major,0.0473
